ID,Fecha de Nacimiento,Edad,Estado Civil,Género,Numero de Hijos,Departamento,Posición,Pos-género,Salario Base Anual,C. desplazamiento,Horas Extras,€/h xtra,C. Objetivos,Salario total anual,Fecha de Contratación,Antigüedad,Antigüedad Binner,H.FormaciónXantigüedad,Rotaciones,Horas absentismo último año,Nivel de estudios,Teletrabajo,Performace,Engagement,Int.teletrabajo,Int.Nivel de estudios,Int. Posición-Gen,Int.Departamento,Int.Género,Int.Estado Civil
5096,1998-12-29,30,Soltero,Hombre,2,Comercial,Comercial,Comercial,17000,972,47,468,573,19964.7,2014-12-23,6,4-6,39.1,0,5,Grado,NO,65.2,0.6,1,2,9,7,1,0
5103,1979-02-21,46,Casado,Hombre,0,Producción,Operario,Administrativo,17000,0,28,283,0,18147.15,2010-10-21,11,>8,23,0,1,Grado,NO,36.6,4.2,1,2,7,9,1,1
5105,1968-02-08,62,Casado,Hombre,5,Comercial,Comercial,Técnico Nivel B,31000,1440,36,535,0,34623.75,2015-10-19,6,4-6,44.8,3,0,Grado,NO,70.8,2.5,1,2,6,7,1,1
5113,1981-12-06,45,Soltero,Hombre,0,Comercial,Comercial,Técnico Nivel B,31000,1478,25,377,0,34497.75,2013-06-19,8,>8,22.7,3,0,Máster,NO,60.8,0.1,1,3,6,7,1,0
5115,1977-11-24,50,Casado,Hombre,4,Producción,Operario,Administrativo,17000,0,33,330,0,18196.5,2013-06-29,8,>8,29.3,0,1,FP Superior,SI,16.1,4,0,1,7,9,1,1
5116,1970-09-29,60,Casado,Hombre,3,Comercial,Comercial,Operario,25000,1298,34,335,481,28470.75,2016-11-07,4,2-4,66.7,1,3,Grado,NO,63.1,0.1,1,2,11,7,1,1
5119,2004-05-02,29,Soltero,Hombre,0,Producción,Operario,Técnico Nivel A,28000,1354,28,413,0,31254.3,2019-09-12,2,<2,64.8,1,1,Máster,NO,40.2,1.6,1,3,4,9,1,0
5120,1975-10-10,50,Casado,Hombre,2,Soporte y Mantenimiento,Técnico de Soporte,Técnico Nivel C,17000,0,44,788,0,18677.4,2011-06-30,10,>8,30.3,1,4,FP Superior,NO,39.5,2.7,1,1,8,8,1,1
5123,1995-09-21,38,Soltero,Hombre,1,Producción,Operario,Comercial,17000,982,44,439,1423,20836.2,2019-08-27,2,<2,93.5,0,2,FP Superior,NO,46.7,4.2,1,1,9,9,1,0
5127,2001-08-14,22,Soltero,Hombre,1,Producción,Operario,Comercial,17000,973,32,317,1507,20785.8,2010-01-04,11,>8,21.5,1,4,Grado,NO,56.3,3.7,1,2,9,9,1,0
5129,1983-07-17,48,Casado,Hombre,0,Producción,Operario,Administrativo,17000,0,28,279,0,18142.95,2017-03-09,4,2-4,43.2,0,1,Máster,NO,40.4,4.1,1,3,7,9,1,1
5135,1992-08-01,40,Soltero,Hombre,0,Producción,Operario,Técnico Nivel C,17000,0,29,528,0,18404.4,2018-08-22,3,2-4,73.3,2,4,FP Medio,NO,30.3,2.4,1,0,8,9,1,0
5142,2000-05-15,21,Soltero,Hombre,0,Producción,Operario,Operario,25000,1232,29,294,2007,29959.65,2007-11-14,13,>8,32.6,1,4,Máster,NO,43.4,3,1,3,11,9,1,0
5143,1996-09-24,32,Soltero,Hombre,0,Marketing,Técnico Nivel B,Comercial,17000,992,25,254,1192,20409.9,2014-06-17,7,6-8,98.4,1,2,FP Superior,NO,44.1,0.5,1,1,9,1,1,0
5145,1969-11-08,59,Divorciado,Hombre,1,Producción,Operario,Técnico Nivel C,17000,0,30,546,0,18423.3,2014-07-15,7,6-8,122,1,4,FP Superior,SI,88.5,4.4,0,1,8,9,1,2
5147,1977-11-15,46,Casado,Hombre,4,Administración y Finanzas,Manager,Administrativo,17000,0,35,346,0,18213.3,2010-05-20,11,>8,30.4,1,1,FP Superior,SI,46.1,0.9,0,1,7,5,1,1
5149,1995-12-18,31,Soltero,Hombre,0,Producción,Operario,Comercial,17000,987,38,379,729,20049.75,2012-10-31,9,>8,36.6,1,4,FP Superior,NO,44.1,1.9,1,1,9,9,1,0
5150,1978-11-20,47,Soltero,Hombre,0,IT,IT Soporte Interno,Administrativo,17000,0,34,339,0,18205.95,2012-03-20,9,>8,23.9,0,1,FP Superior,SI,13.5,0.1,0,1,7,4,1,0
5152,1983-10-02,40,Soltero,Hombre,0,Producción,Manager,Técnico Nivel A,28000,1307,28,417,0,31210.2,2009-05-05,12,>8,31,3,0,Grado,NO,22.5,4.4,1,2,4,9,1,0
5153,1990-08-09,36,Soltero,Hombre,1,Comercial,Comercial,Comercial,17000,993,41,408,827,20189.4,2012-04-28,9,>8,20.9,1,4,FP Superior,NO,81.9,1.1,1,1,9,7,1,0
5155,1965-01-18,60,Viudo,Hombre,0,Producción,Manager,Técnico Nivel B,31000,1450,32,480,0,34576.5,2011-05-27,10,>8,21.7,2,1,FP Superior,NO,36.3,5,1,1,6,9,1,3
5158,1998-10-30,27,Soltero,Hombre,0,Comercial,Manager,Técnico de Soporte,28000,1468,32,320,0,31276.35,2012-03-14,9,>8,39.9,1,9,FP Superior,SI,73,0.5,0,1,10,7,1,0
5159,1995-08-18,34,Casado,Hombre,2,Producción,Operario,Técnico Nivel C,17000,0,43,772,0,18660.6,2015-10-05,6,4-6,24.3,2,5,Grado,SI,35.6,3.1,0,2,8,9,1,1
5160,1988-10-13,40,Casado,Hombre,1,Administración y Finanzas,Administrativo,Técnico de Soporte,28000,1430,39,387,0,31307.85,2014-08-15,7,6-8,113.3,2,0,FP Superior,NO,44,2.2,1,1,10,5,1,1
5162,1964-09-23,63,Divorciado,Hombre,1,Soporte y Mantenimiento,Técnico de Soporte,Técnico de Soporte,28000,1480,32,318,0,31286.85,2014-01-30,7,6-8,122.5,1,6,Grado,SI,43.1,0.6,0,2,10,8,1,2
5166,1986-07-19,38,Soltero,Hombre,0,Producción,Operario,Comercial,17000,968,28,284,1692,20941.2,2011-01-23,10,>8,39.8,0,4,Grado,NO,23.2,2.7,1,2,9,9,1,0
5167,1992-03-15,36,Soltero,Hombre,0,Producción,Operario,Operario,25000,1298,37,371,244,28258.65,2014-06-23,7,6-8,129.2,1,4,Grado,NO,21.7,3.9,1,2,11,9,1,0
5168,1958-07-24,64,Casado,Hombre,4,Soporte y Mantenimiento,Técnico de Soporte,Ingeniero I+D,45000,0,36,1174,0,48482.7,2008-12-14,12,>8,33.7,0,1,Grado,NO,63,0.8,1,2,0,8,1,1
5173,1980-05-27,44,Soltero,Hombre,0,IT,Técnico de Soporte,Técnico Nivel A,28000,1327,29,435,0,31250.1,2010-07-25,11,>8,31.7,3,1,Grado,NO,43,0.8,1,2,4,4,1,0
5174,1990-11-15,31,Soltero,Hombre,0,Soporte y Mantenimiento,Técnico de Soporte,Comercial,17000,968,33,325,1887,21189,2007-11-27,13,>8,25.5,0,3,FP Superior,NO,39.3,0.3,1,1,9,8,1,0
5176,1976-06-29,50,Soltero,Hombre,2,Producción,Operario,Administrativo,17000,0,26,258,0,18120.9,2012-12-09,8,>8,27,0,0,Máster,NO,11.8,2.6,1,3,7,9,1,0
5179,1974-11-25,54,Divorciado,Hombre,5,Comercial,Comercial,Comercial,17000,966,45,449,1950,21383.25,2014-08-01,7,6-8,98.2,1,2,FP Superior,NO,85.3,0.1,1,1,9,7,1,2
5180,1971-11-30,51,Casado,Hombre,0,Producción,Operario,Administrativo,17000,0,37,373,0,18241.65,2009-04-12,12,>8,31.9,0,1,Grado,SI,30.8,2.3,0,2,7,9,1,1
5183,1999-12-21,25,Soltero,Hombre,2,Marketing,Manager,Operario,25000,1202,29,289,2423,30359.7,2010-11-04,10,>8,39.4,2,1,Grado,NO,55.5,0.9,1,2,11,1,1,0
5185,2007-02-22,24,Soltero,Hombre,0,IT,Director,Comercial,17000,976,30,302,1504,20770.05,2016-09-21,5,4-6,21.1,0,1,Grado,NO,57.4,0.8,1,2,9,4,1,0
5193,1979-07-15,51,Casado,Hombre,4,Administración y Finanzas,Administrativo,Comercial,17000,995,44,439,1792,21236.25,2016-06-12,5,4-6,20.1,0,5,FP Medio,NO,32.4,1.8,1,0,9,5,1,1
5194,1976-09-21,48,Soltero,Hombre,2,Soporte y Mantenimiento,Manager,Ingeniero I+D,45000,0,30,981,0,48280.05,2011-02-21,10,>8,21.3,3,0,Máster,NO,27.1,2.8,1,3,0,8,1,0
5195,1997-07-22,29,Soltero,Hombre,0,Investigación y Desarrollo,Técnico Nivel A,Técnico Nivel A,28000,1375,25,379,0,31242.75,2012-08-09,9,>8,23.2,1,1,Grado,NO,41,1.3,1,2,4,2,1,0
5196,1977-11-29,47,Casado,Hombre,0,Producción,Operario,Administrativo,17000,0,38,379,0,18247.95,2011-05-16,10,>8,36.7,1,1,Máster,SI,62.1,4.2,0,3,7,9,1,1
5200,1985-02-09,40,Casado,Hombre,3,Soporte y Mantenimiento,Manager,Técnico de Soporte,28000,1666,36,357,0,31523.1,2010-12-07,10,>8,27,1,7,Máster,NO,42.9,0.9,1,3,10,8,1,1
5202,1975-09-15,54,Soltero,Hombre,1,Investigación y Desarrollo,Técnico I+D,Ingeniero I+D,45000,0,32,1057,0,48359.85,2015-09-08,6,4-6,23.3,0,0,Máster,NO,51.8,0.7,1,3,0,2,1,0
5203,1985-12-02,38,Casado,Hombre,0,Producción,Operario,Operario,25000,1255,35,353,2710,30783.9,2009-10-06,12,>8,32.8,1,0,Máster,NO,48.1,2.5,1,3,11,9,1,1
5205,1976-08-06,50,Casado,Hombre,2,Producción,Operario,Ingeniero I+D,45000,0,38,1253,0,48565.65,2012-12-07,8,>8,38.5,3,1,Grado,NO,50,2.1,1,2,0,9,1,1
5206,1989-04-01,37,Soltero,Hombre,0,Comercial,Comercial,Técnico de Soporte,28000,1069,26,261,0,30795.45,2011-12-09,9,>8,20.8,1,5,Máster,SI,68.5,2.3,0,3,10,7,1,0
5208,1986-08-21,47,Divorciado,Hombre,1,Producción,Operario,Operario,25000,1241,33,330,1002,28951.65,2019-09-12,2,<2,61.7,2,1,Grado,NO,48.8,3,1,2,11,9,1,2
5210,1974-06-13,57,Casado,Hombre,3,Producción,Manager,Comercial,17000,985,49,488,1861,21350.7,2017-07-24,4,2-4,45.4,1,5,FP Superior,NO,40.9,3.1,1,1,9,9,1,1
5213,1972-10-27,49,Divorciado,Hombre,0,IT,Técnico de Soporte,Operario,25000,1263,38,383,2813,30933,2007-07-10,14,>8,22.4,1,3,Grado,NO,26.7,2.4,1,2,11,4,1,2
5218,2000-06-18,22,Soltero,Hombre,1,Comercial,Técnico Nivel B,Técnico Nivel A,28000,1308,30,447,0,31242.75,2008-01-25,13,>8,30.9,2,0,Grado,NO,63.6,1.3,1,2,4,7,1,0
5222,1969-12-10,64,Divorciado,Hombre,2,Soporte y Mantenimiento,IT Soporte Interno,Ingeniero I+D,45000,0,27,906,0,48201.3,2019-09-24,2,<2,92.7,1,1,Máster,NO,31.7,1.7,1,3,0,8,1,2
5225,1992-11-11,37,Soltero,Hombre,0,Recursos Humanos,Técnico Nivel A,Técnico Nivel A,28000,1303,27,412,0,31200.75,2016-03-05,5,4-6,35.9,1,1,Grado,NO,27.6,6.7,1,2,4,3,1,0
5227,2001-06-07,23,Soltero,Hombre,1,Producción,Técnico Nivel B,Técnico Nivel A,28000,1338,28,414,0,31239.6,2010-10-02,11,>8,20.2,0,1,Máster,NO,12.5,5.1,1,3,4,9,1,0
5229,1987-12-17,36,Casado,Hombre,0,Compras,Manager,Técnico de Soporte,28000,1057,36,360,0,30887.85,2009-10-20,12,>8,24.4,1,4,FP Superior,SI,52.1,0.5,0,1,10,6,1,1
5231,1998-02-03,32,Casado,Hombre,1,Producción,Operario,Operario,25000,1227,33,325,2571,30579.15,2016-04-07,5,4-6,44.8,1,3,Grado,NO,41.4,3.1,1,2,11,9,1,1
5232,1983-06-29,43,Casado,Hombre,1,Administración y Finanzas,Administrativo,Técnico Nivel C,17000,0,43,781,0,18670.05,2012-07-24,9,>8,36.1,0,1,FP Superior,NO,28.9,1.2,1,1,8,5,1,1
5233,2003-03-28,31,Soltero,Hombre,0,Producción,Operario,Técnico de Soporte,28000,1833,39,390,0,31734.15,2019-12-06,1,<2,94.5,1,4,Grado,SI,19.3,1.9,0,2,10,9,1,0
5238,1999-11-05,34,Soltero,Hombre,1,Producción,Operario,Operario,25000,1290,31,313,2366,30418.5,2020-02-04,1,<2,88.5,1,3,Grado,NO,41.6,3.8,1,2,11,9,1,0
5241,1980-06-21,48,Casado,Hombre,1,Soporte y Mantenimiento,Técnico de Soporte,Administrativo,17000,0,31,308,0,18173.4,2014-01-27,7,6-8,81,0,2,Grado,NO,57.8,1.9,1,2,7,8,1,1
5242,2000-10-04,23,Soltero,Hombre,0,Recursos Humanos,Técnico Nivel B,Operario,25000,1298,29,292,193,28122.15,2010-03-08,11,>8,39.1,2,3,Máster,NO,31.3,8.9,1,3,11,3,1,0
5244,1994-04-14,32,Soltero,Hombre,2,Recursos Humanos,Manager,Operario,25000,1262,40,399,2264,30371.25,2012-02-20,9,>8,27.7,0,4,Grado,NO,55.9,3.5,1,2,11,3,1,0
5245,1974-04-27,59,Casado,Hombre,1,Compras,Manager,Ingeniero I+D,45000,0,38,1256,0,48568.8,2018-12-31,2,<2,74.9,2,1,Máster,NO,34.3,1.3,1,3,0,6,1,1
5247,1968-07-07,55,Soltero,Hombre,0,Compras,Gerente,Técnico Nivel B,31000,1483,38,569,0,34705.65,2009-09-08,12,>8,38.4,0,1,Máster,NO,48.3,1.7,1,3,6,6,1,0
5253,1970-07-11,54,Soltero,Hombre,0,Producción,Operario,Técnico Nivel A,28000,1303,29,442,0,31232.25,2010-12-10,10,>8,28.3,3,1,Grado,NO,47.7,4.4,1,2,4,9,1,0
5256,1981-11-03,43,Soltero,Hombre,0,Administración y Finanzas,Manager,Técnico Nivel B,31000,1462,27,408,0,34512.45,2010-12-07,10,>8,21.4,3,4,Grado,NO,50.8,0.1,1,2,6,5,1,0
5258,1992-12-03,38,Soltero,Hombre,0,Producción,Operario,Técnico Nivel B,31000,1440,27,399,0,34479.9,2016-10-04,5,4-6,31.6,2,4,FP Superior,NO,26.6,2.9,1,1,6,9,1,0
5259,1977-08-09,55,Casado,Hombre,3,Comercial,Comercial,Técnico Nivel B,31000,1432,30,446,0,34521.9,2018-12-04,2,<2,93,0,2,Máster,NO,68,0.5,1,3,6,7,1,1
5260,2000-12-12,33,Casado,Hombre,3,Producción,Operario,Técnico de Soporte,28000,1249,27,267,0,30992.85,2020-02-12,1,<2,88.8,1,7,Grado,SI,28,3.4,0,2,10,9,1,1
5262,1967-02-18,58,Casado,Hombre,0,Producción,Operario,Técnico Nivel B,31000,1463,33,492,0,34603.8,2011-01-28,10,>8,20.8,1,0,FP Superior,NO,19.1,3.5,1,1,6,9,1,1
5265,1973-04-16,52,Soltero,Hombre,0,Marketing,Director,Administrativo,17000,0,27,271,0,18134.55,2011-05-17,10,>8,29.5,1,1,Máster,SI,13.9,2.3,0,3,7,1,1,0
5266,1981-02-01,50,Casado,Hombre,0,Producción,Operario,Operario,25000,1278,27,275,708,28623,2017-02-12,4,2-4,55.1,1,4,Grado,NO,20.1,3.6,1,2,11,9,1,1
5269,1982-05-10,51,Viudo,Hombre,1,Comercial,Comercial,Operario,25000,1288,30,302,2708,30763.95,2019-07-19,2,<2,64.5,0,2,Máster,NO,70.9,1.6,1,3,11,7,1,3
5273,1985-01-30,40,Soltero,Hombre,0,Producción,Operario,Comercial,17000,970,28,277,362,19539.45,2011-04-06,10,>8,36.6,0,2,Grado,NO,43,3,1,2,9,9,1,0
5274,1971-10-18,57,Divorciado,Hombre,1,Compras,Manager,Operario,25000,1262,35,345,767,28742.7,2015-02-15,6,4-6,49.8,1,4,Máster,NO,25.8,0.4,1,3,11,6,1,2
5275,1979-04-21,44,Casado,Hombre,3,Compras,Técnico Nivel B,Técnico Nivel A,28000,1313,26,394,0,31192.35,2009-08-10,12,>8,33.5,3,0,Máster,NO,30.8,2.6,1,3,4,6,1,1
5278,1995-01-05,39,Soltero,Hombre,0,Producción,Operario,Técnico Nivel B,31000,1479,30,450,0,34575.45,2019-08-11,2,<2,65.1,2,2,Grado,NO,12.5,3.2,1,2,6,9,1,0
5280,1988-07-14,39,Casado,Hombre,1,Compras,Manager,Técnico Nivel B,31000,1460,35,528,0,34637.4,2014-02-03,7,6-8,116.5,2,2,Grado,NO,18.7,1.6,1,2,6,6,1,1
5287,2003-01-02,26,Soltero,Hombre,0,Administración y Finanzas,Administrativo,Comercial,17000,961,48,482,675,20072.85,2015-07-26,6,4-6,36.7,1,1,FP Superior,NO,14.8,1.5,1,1,9,5,1,0
5289,2000-05-25,27,Soltero,Hombre,1,Producción,Manager,Operario,25000,1221,28,283,1215,29104.95,2013-02-27,8,>8,35.3,1,1,Grado,NO,47.1,3.3,1,2,11,9,1,0
5293,1982-07-28,45,Soltero,Hombre,2,Investigación y Desarrollo,Técnico I+D,Técnico de Soporte,28000,1199,39,389,0,31067.4,2014-01-21,7,6-8,94.3,0,1,Grado,SI,41.8,1,0,2,10,2,1,0
5297,1960-02-27,64,Casado,Hombre,1,Producción,Operario,Técnico Nivel B,31000,1471,33,498,0,34617.45,2010-07-27,11,>8,30.8,2,5,Grado,NO,36.7,3.7,1,2,6,9,1,1
5299,1966-12-16,56,Casado,Hombre,1,Comercial,Comercial,Comercial,17000,973,36,363,457,19731.6,2008-09-15,13,>8,31.5,0,3,Grado,NO,71.7,1,1,2,9,7,1,1
5303,1959-06-04,63,Soltero,Hombre,0,Producción,Manager,Operario,25000,1285,38,383,350,28368.9,2008-01-14,13,>8,36.6,0,4,Grado,NO,15.7,4.4,1,2,11,9,1,0
5309,1972-03-14,51,Divorciado,Hombre,0,Comercial,Comercial,Comercial,17000,992,31,315,1286,20572.65,2009-07-24,12,>8,39.5,1,1,FP Superior,NO,52.3,0.9,1,1,9,7,1,2
5310,1979-07-12,46,Divorciado,Hombre,4,Producción,Operario,Técnico Nivel A,28000,1312,29,428,0,31227,2011-03-29,10,>8,26.3,2,1,Grado,NO,17.1,5.1,1,2,4,9,1,2
5316,1975-07-05,53,Casado,Hombre,4,Producción,Operario,Administrativo,17000,0,27,267,0,18130.35,2014-02-20,7,6-8,107,0,1,FP Superior,NO,67.9,3.1,1,1,7,9,1,1
5317,1990-06-29,42,Soltero,Hombre,0,Producción,Técnico Nivel B,Técnico de Soporte,28000,1577,36,364,0,31438.05,2018-10-29,3,2-4,41.7,0,6,FP Superior,SI,48.4,4.3,0,1,10,9,1,0
5325,2003-02-16,22,Soltero,Hombre,0,Producción,Manager,Operario,25000,1259,39,389,1000,29030.4,2011-01-07,10,>8,35.1,1,2,Grado,NO,22.3,3.3,1,2,11,9,1,0
5326,2001-10-10,27,Soltero,Hombre,0,Comercial,Comercial,Técnico Nivel A,28000,1383,29,434,0,31307.85,2014-10-02,7,6-8,124,3,0,Grado,NO,67,2.4,1,2,4,7,1,0
5328,2011-08-29,22,Soltero,Hombre,0,IT,Técnico Nivel C,Técnico Nivel A,28000,1346,30,448,0,31283.7,2019-04-12,2,<2,80,2,0,Grado,NO,30.8,1,1,2,4,4,1,0
5332,1991-11-28,39,Casado,Hombre,0,Producción,Operario,Técnico de Soporte,28000,1245,33,330,0,31054.8,2016-07-28,5,4-6,32.7,1,1,Máster,SI,12.9,2,0,3,10,9,1,1
5333,2010-04-07,24,Soltero,Hombre,0,Administración y Finanzas,Administrativo,Técnico Nivel A,28000,1362,29,430,0,31281.6,2019-11-22,1,<2,87.1,2,1,Máster,NO,39,1.5,1,3,4,5,1,0
5335,1981-08-23,48,Soltero,Hombre,0,Producción,Operario,Comercial,17000,994,25,250,278,19449.15,2015-04-13,6,4-6,47.7,1,5,Grado,NO,53.3,4.2,1,2,9,9,1,0
5339,1978-03-10,54,Casado,Hombre,1,Producción,Operario,Técnico Nivel C,17000,0,44,783,0,18672.15,2018-07-14,3,2-4,72.3,3,4,FP Medio,NO,52.8,3.5,1,0,8,9,1,1
5349,1969-05-08,59,Soltero,Hombre,2,Comercial,Comercial,Técnico Nivel B,31000,1413,34,506,0,34564.95,2014-10-12,7,6-8,105.1,2,4,Máster,NO,49.6,2.2,1,3,6,7,1,0
5350,1975-12-16,50,Casado,Hombre,0,Comercial,Comercial,Administrativo,17000,0,39,386,0,18255.3,2011-08-10,10,>8,23.5,1,2,Máster,NO,56.3,0.7,1,3,7,7,1,1
5351,1994-12-27,35,Soltero,Hombre,1,Recursos Humanos,Manager,Operario,25000,1244,30,302,1600,29554.35,2016-01-20,5,4-6,49.6,0,1,Grado,NO,39,0.5,1,2,11,3,1,0
5352,1981-05-28,51,Soltero,Hombre,2,Dirección,Manager,Técnico Nivel C,17000,0,28,499,0,18373.95,2018-10-28,3,2-4,45,3,3,FP Superior,NO,52.1,1.4,1,1,8,0,1,0
5353,1986-11-23,43,Soltero,Hombre,0,Comercial,Comercial,Técnico Nivel B,31000,1421,39,579,0,34648.95,2016-04-08,5,4-6,36.1,0,2,FP Superior,NO,66.4,1.6,1,1,6,7,1,0
5354,1981-08-30,45,Soltero,Hombre,0,Soporte y Mantenimiento,Técnico de Soporte,Técnico Nivel A,28000,1354,30,446,0,31290,2012-05-25,9,>8,21.4,0,0,Máster,NO,41.7,0.2,1,3,4,8,1,0
5355,1999-03-21,32,Casado,Hombre,1,Recursos Humanos,Técnico Nivel C,Técnico Nivel A,28000,1390,25,380,0,31258.5,2017-09-28,4,2-4,65.8,2,1,Grado,NO,64.9,9.3,1,2,4,3,1,1
5356,1975-03-18,53,Soltero,Hombre,0,Producción,Operario,IT Soporte Interno,16000,0,41,412,0,17232.6,2014-01-21,7,6-8,134.4,0,5,FP Superior,NO,28.2,4.3,1,1,5,9,1,0
5357,1973-11-25,52,Casado,Hombre,0,Comercial,Comercial,Operario,25000,1221,39,389,1091,29086.05,2011-06-23,10,>8,35.1,1,4,Grado,NO,72.5,0.6,1,2,11,7,1,1
5358,1985-06-13,45,Soltero,Hombre,1,Producción,Operario,Técnico Nivel B,31000,1450,30,454,0,34549.2,2016-12-04,4,2-4,44.2,3,2,Máster,NO,10.3,5.8,1,3,6,9,1,0
5359,1977-11-27,45,Soltero,Hombre,2,Soporte y Mantenimiento,Técnico de Soporte,Técnico de Soporte,28000,1059,32,323,0,30851.1,2008-10-12,13,>8,20.4,1,8,Grado,NO,24.3,0.6,1,2,10,8,1,0
5363,1990-08-31,42,Soltero,Hombre,0,Producción,Operario,Comercial,17000,993,28,279,295,19495.35,2018-12-24,2,<2,91.4,1,2,Grado,NO,42.4,2.3,1,2,9,9,1,0
5365,1990-03-05,32,Soltero,Hombre,1,Marketing,Manager,Técnico Nivel A,28000,1384,28,414,0,31287.9,2008-01-29,13,>8,39.3,1,1,Máster,NO,26.3,0.9,1,3,4,1,1,0
5367,1993-03-17,32,Soltero,Hombre,2,IT,Técnico de Soporte,Operario,25000,1276,31,307,1480,29466.15,2011-02-24,10,>8,39.6,1,0,Máster,NO,33.1,1.5,1,3,11,4,1,0
5370,1976-04-23,53,Soltero,Hombre,0,Comercial,Comercial,Técnico Nivel A,28000,1364,25,380,0,31231.2,2015-07-18,6,4-6,48.1,2,1,Grado,NO,68.6,1.4,1,2,4,7,1,0
5371,1999-09-14,28,Soltero,Hombre,0,Producción,Operario,Operario,25000,1215,31,312,2545,30525.6,2013-10-02,8,>8,33.2,2,3,Máster,NO,31.8,4.6,1,3,11,9,1,0
5372,1988-02-17,36,Soltero,Hombre,0,Compras,Manager,Técnico Nivel C,17000,0,46,820,0,18711,2009-12-28,11,>8,37.5,3,0,Máster,NO,98.2,1.7,1,3,8,6,1,0
5374,2004-11-18,23,Soltero,Hombre,0,Producción,Operario,Operario,25000,1264,34,342,1198,29194.2,2014-03-30,7,6-8,105,1,1,Grado,NO,36.4,4.3,1,2,11,9,1,0
5375,1985-03-08,43,Soltero,Hombre,0,Producción,Manager,Técnico Nivel C,17000,0,43,767,0,18655.35,2014-02-18,7,6-8,108.2,2,2,Máster,NO,61.1,3.9,1,3,8,9,1,0
5376,1971-02-27,63,Soltero,Hombre,1,Soporte y Mantenimiento,IT Soporte Interno,Técnico Nivel C,17000,0,33,594,0,18473.7,2019-11-02,1,<2,63.5,2,1,FP Medio,SI,31.2,1,0,0,8,8,1,0
5377,1981-07-03,43,Casado,Hombre,3,Soporte y Mantenimiento,IT Soporte Interno,Operario,25000,1280,30,296,1513,29493.45,2010-06-10,11,>8,32,2,2,Máster,NO,20.2,1.2,1,3,11,8,1,1
5378,1993-04-04,28,Soltero,Hombre,0,Soporte y Mantenimiento,Técnico de Soporte,Técnico Nivel A,28000,1366,29,429,0,31284.75,2007-05-04,14,>8,33.8,3,0,Máster,NO,24,1.1,1,3,4,8,1,0
5381,1990-01-18,42,Soltero,Hombre,0,Producción,Operario,Comercial,17000,993,47,472,1245,20695.5,2018-05-29,3,2-4,47,1,5,FP Superior,NO,17.3,4.5,1,1,9,9,1,0
5382,1961-04-30,62,Viudo,Hombre,4,Producción,Operario,Comercial,17000,981,31,310,461,19688.55,2008-12-17,12,>8,30.7,1,3,Grado,NO,17.7,5.6,1,2,9,9,1,3
5384,1989-11-03,34,Casado,Hombre,3,Soporte y Mantenimiento,Técnico de Soporte,Técnico Nivel A,28000,1394,26,397,0,31280.55,2009-11-05,11,>8,38.1,1,1,Grado,NO,11.1,0.7,1,2,4,8,1,1
5392,1996-11-05,27,Soltero,Hombre,0,Soporte y Mantenimiento,IT Soporte Interno,Operario,25000,1244,32,322,928,28868.7,2009-07-06,12,>8,22.6,1,1,Grado,NO,56.3,0.8,1,2,11,8,1,0
5393,1991-07-27,38,Soltero,Hombre,1,Producción,Técnico Nivel B,Operario,25000,1231,40,396,2251,30322.95,2015-06-23,6,4-6,54.1,1,3,Grado,NO,23.2,2.8,1,2,11,9,1,0
5396,1966-12-22,59,Casado,Hombre,1,IT,Técnico de Soporte,Operario,25000,1297,32,321,766,28753.2,2011-11-24,9,>8,30.5,2,2,Grado,NO,62.9,1.3,1,2,11,4,1,1
5398,1978-10-15,51,Soltero,Hombre,0,Producción,Operario,Administrativo,17000,0,31,313,0,18178.65,2015-06-24,6,4-6,46,0,1,Máster,NO,25.8,2.3,1,3,7,9,1,0
5399,1998-03-28,28,Soltero,Hombre,0,Producción,Operario,Técnico Nivel A,28000,1319,28,422,0,31228.05,2012-05-25,9,>8,27,3,1,Grado,NO,51.6,3,1,2,4,9,1,0
5400,1999-05-25,25,Soltero,Hombre,0,IT,Técnico de Soporte,Técnico de Soporte,28000,1277,32,320,0,31076.85,2010-06-06,11,>8,23.3,2,1,Máster,SI,71.1,0.6,0,3,10,4,1,0
5402,1967-03-15,57,Soltero,Hombre,1,Producción,Operario,Técnico Nivel C,17000,0,42,765,0,18653.25,2010-04-08,11,>8,35,1,4,FP Superior,SI,40.8,1.6,0,1,8,9,1,0
5403,1977-06-18,45,Soltero,Hombre,0,Comercial,Comercial,Técnico Nivel B,31000,1456,35,521,0,34625.85,2008-02-24,13,>8,23.1,2,3,FP Superior,NO,71.6,2.4,1,1,6,7,1,0
5406,1974-04-11,55,Casado,Hombre,0,Comercial,Comercial,Comercial,17000,970,29,294,1732,20995.8,2015-02-16,6,4-6,22.4,1,1,FP Superior,NO,62.3,2.3,1,1,9,7,1,1
5408,2001-05-19,30,Soltero,Hombre,1,Producción,Operario,Técnico Nivel A,28000,1352,27,412,0,31251.15,2017-04-29,4,2-4,43.1,3,0,Máster,NO,61.8,1.9,1,3,4,9,1,0
5410,1996-01-31,38,Casado,Hombre,0,Soporte y Mantenimiento,Manager,Operario,25000,1279,25,252,1153,29068.2,2019-12-29,1,<2,69.8,1,4,Grado,NO,42.8,2,1,2,11,8,1,1
